review_dates,reviews,vader_score_review,vader_sentiment_review,source
2023-11-27,"I was expecting to absolutely hate this based on how awful most anime adaptations are, but it was really good. Looking forward to season 2.",0.2006,Positive,Rotten Tomatoes
2023-11-27,"Fantastic show,luckily the creator had final say on the show,you can tell!",0.5983,Positive,Rotten Tomatoes
2023-11-24,At the beginning the show felt like someone else's dumb friend. By the last episode it was my dumb friend.,0.3182,Positive,Rotten Tomatoes
2023-11-22,"A really cool live-action adaptation of the global worldwide phenomenon that keeps everyone on the edge of their seats from the start at the beginning to the finish at the end especially with plenty of special effects and animation, groundbreaking use of style, scale and scope and plenty of amazing blend of action, humor and heart around every corner!!! It's a swashbuckling blast for every landlubbing fan like myself, mateys!!!",0.9655,Positive,Rotten Tomatoes
2023-11-21,"Amazing! To find this absurdist fictional manga brought to life is truly astonishing, yet it's done so amazingly. A must-see show!!! Well Done !!!",0.8741,Positive,Rotten Tomatoes
2023-11-20,"Don't know anything about the anime so I can't reference the source material but as a pure outsider I thought the show was fantastic. Good characters. Nice pacing. Great story telling. Fun action. Goofy at times but just part of its charm. Can't wait to see more seasons in the future. Must watch if you like fun, entertaining content.",0.991,Positive,Rotten Tomatoes
2023-11-20,"What a great show! I have not read any of the mangas, have the first one here but never really spend much time on it. Fantastic character development and story telling, the actors are great and even if the CGI is not Oscar awarding material it suits the tone beautifully. Great music, great pace, all great. Looking forward to see the next chapters.",0.9893,Positive,Rotten Tomatoes
2023-11-18,Best Nextflex show of 2023. Everyone in my family loves it. We watched multiple times.,0.836,Positive,Rotten Tomatoes
2023-11-13,"Surprisingly good. Netflix finally made a quality anime adaptation that is fun, exciting, and emotional. Looking forward to season 2!",0.9098,Positive,Rotten Tomatoes
2023-11-12,"A great tv show. I starter watching specking nothing and I had a great surprise. This Netflix adaptation is great. Awesome casting, direction and it's incredibly fun to watch. I'm waiting for season 2",0.9722,Positive,Rotten Tomatoes
2023-11-11,"Have to give this 5 stars. Started watching because of all the good reviews. Don't know anything about the anime so going in blind. I think its main target audience is for kids, but once you get past the kid elements there are actually some surprisingly well done universal human elements that should appeal to everyone. It's a pretty far out story that stretches the imagination and it could easily have turned into a shallow caricature sort of show. It surfs the fine line very well between substance and surface, which is very hard to pull off but I think essential as an anime adaptation. The end result is something that is very entertaining that also carries some heart warming themes. It could easily have been one of the worse shows ever, but thankfully it is shaping up to be one of the best anime adaptations ever.",0.9895,Positive,Rotten Tomatoes
2023-11-11,"I'm probably the only person who binged this who knew nothing about the manga or the animated series or literally anything about it aside from the covert art on Netflix. Really fun adventure. All the actors are so good- i have zero idea or concept about how accurate they are. But it was just fun. VFX was good too, and beautiful sets",0.9643,Positive,Rotten Tomatoes
2023-11-11,Very entertaining and captivating. Full with great visuals and seems to have a great story. Note: Have not watched the anime before.,0.908,Positive,Rotten Tomatoes
2023-11-06,"Being a fan of both the manga and the anime, was looking forward to the TV series but with uncertainty, let's face it, anime just don't do well as live-action adaptation. Well, I was presently surprised, everything was perfect for the fans of the original work, be it the casting, story adaptation, action sequence or the flow of the storytelling. Still, those coming to this feel-good fantasy series for the first time may find it to be too kiddish.",0.853,Positive,Rotten Tomatoes
2023-11-05,"What Can I say this is by far the best executed Anime to real life adaptation I have ever seen. My only true complaint is how short each arc is but I understand that Netflix done this because it was taking a risk and shows nowadays dont have 24+ episodes per season. The writers respected the story and stayed as true to it as they could for each arc of the story. Somethings were cut I understand due to the time constraint of episodeds but in my opinion they captured the true essence of the anime. The actors played there rolls perfectly I cant complain about it. Some may complain the set looks cheaply done, but honestly anyone fan of the anime will likely love this show. Great work by everyone involved with this show! Cant wait for the next season.",0.9907,Positive,Rotten Tomatoes
2023-11-04,"This show has no right to be as entertaining as it is, considering the corny premise. But it's easily the best Netflix manga adaptation I've seen so far. Not at least because of the cast, which is spot on. Apparently Netflix went for the best people for each part rather than famous actors or forced diversity. And it shows. They all give great performances. Can't wait for the next season Netflix. Get on with it :-)",0.9707,Positive,Rotten Tomatoes
2023-11-04,"Simplesmente eles souberem adaptar muito bem os episódios, me surpreendi bastante com o resultado e a forma que os personagens foram apresentados! Simplesmente 10/10🔥🇧🇷",0.0,Neutral,Rotten Tomatoes
2023-10-28,"Es muy entretenida, agradezco que resuma los episodios del anime a uno más condensado.",0.0,Neutral,Rotten Tomatoes
2023-10-28,Can't wait for season 2!,0.0,Neutral,Rotten Tomatoes
2023-10-26,"It was a truly amazing series ! I truly enjoyed every minute of it . It brought out your adventurous spirit and leaves you feeling like you yourself are along for the ride . I think they chose the perfect main actors to play the crew, they made the movie what it is . Defiantly one of my all time favorites . Great Job !",0.9856,Positive,Rotten Tomatoes
2023-10-25,What an absolute treat! Don't let your interest or not in anime stop you from enjoying this rousing escapism. It's all heart and very much about family while also full of action and silly combat. Each of the characters gets a full backstory and character development even as the first season is only 8 episodes. It's a bit corny if you are more into serious fantasy. But the show will leave most people with a smile on their face. Very fun and can't wait for more.,0.9108,Positive,Rotten Tomatoes
2023-10-24,"A very cool live action of One Piece, even if it doesn't follow the story from the anime. It's not really for people who have nothing with this fantasy/anime theme. What I find sad, very sad is the race swaps. And I'm not taking about the main characters. They have so much heart and feeling for their roles. The drop was Nami her sister. Why must everything be swapped. Be original. This is just sad, just to get a ESG quota. It is sad. Make people their own original movies.",-0.3862,Negative,Rotten Tomatoes
