review_dates,reviews,Likes,vader_score_review,vader_sentiment_review,source
2026-01-15,"No pensaba decir nada pero tengo que hablar ya que estoy hasta las narices por no decir otra palabra,como he dicho en mas de una ocasion ""ANTES DE HABLAR HAY QUE INFORMARSE""....LO PRIMERO ME JODE MUCHISIMO QUE HAYA GENTE POR AQUI QUE DIGA QUE ES FAN DE ONE PIECE CUANDO NO TIENE NI PUÑETERA IDEA,CUANDO SEGURAMENTE NI SI QUIERA SE HAYA LEIDO NINGUNA ENTREVISTA DEL PROPIO ODA,DE VERDAD A ESA GENTE OS DIGO QUE HACEIS MUCHO EL REDICULO Y CON VUESTROS COMENTARIOS ESTAIS INSULTANDO AL PROPIO CREADOR..""EL CREADOR SIEMPRE HA DICHO QUE ARABASTA ESTA INSPIRADA EN TRES PAISES:LA INDIA,EGIPTO Y ORIENTE MEDIO,HA QUEDADO CLARO POR SI ALGUNO O ALGUNA NO SE HA ENTERADO,LA CAPITAL DE ARABASTA QUE SE LLAMA ""ALUBARNA""ESTA INSPIRADA EN UNA DE LAS CIUDADES DE LA INDIA QUE SE LLAMA ""JODHPUR""(SI NO ME CREEIS TAN FACIL COMO BUSCARLO),EL PROPIO ODA DIJO QUE QUERIA UNA ACTRIZ INDIA PARA EL PAPEL,FIN DE LA HISTORIA,LOS QUE OS QUEJAIS O UNA DE DOS:O NO TENEIS NI PUTA IDEA DE LA HISTORIA O SOIS UNOS PUTOS RACISTAS,Y PERDONA QUE OS DIGA PERSONAS COMO VOSOTRAS DEJAIS MUCHO QUE DESEAR Y COMO HE DICHO ANTES NO MERECEIS SER FAN DE ESTA OBRA,YA QUE ONE PIECE ES UNA HISTORIA DIVERSA,DONDE TE ENSEÑAS VALORES Y MENSAJES COMO ENTRE ELLOS LA IGUALDAD DE RAZAS....@charithra17 ERES LA MEJOR PARA EL PAPEL DE NUESTRA PRINCESA VIVI,TE AMOOOO 💙💙💙💙",4,0.8001,Positive,YouTube
2026-01-12,"All the jumps looks stiff and weird, because of the harness",4,-0.1779,Negative,YouTube
2026-01-15,"1:15 no he was not black… typical Netflix… sooo Season two, without me. Go f yourself !!!",4,-0.4724,Negative,YouTube
2026-01-12,The actor for mr 3 looks like born for that role..,4,0.3612,Positive,YouTube
2026-01-13,none talking about the badddie of ROBIIIIIIN?,4,0.0,Neutral,YouTube
2026-01-12,"season 2 is crazy, amazing, incredible and badass",4,0.6222,Positive,YouTube
2026-01-15,By the time they get to wano arc the actors would de dead,4,-0.6486,Negative,YouTube
2026-01-12,I am in love with the electric guitar cover,4,0.6369,Positive,YouTube
2026-01-15,Robin Chwaaaaannnn😍😍😍😍😍😍,4,0.9517,Positive,YouTube
2026-01-12,Holy shit this is good.,4,-0.1779,Negative,YouTube
2026-01-16,The music is so exciting!,4,0.6606,Positive,YouTube
2026-01-17,Watching teaser for the 12th time,4,-0.25,Negative,YouTube
2026-01-15,Best girl Nico Robin has entered the chat,4,0.6369,Positive,YouTube
2026-01-12,Absolute cinemaaaa ..,4,0.0,Neutral,YouTube
2026-01-17,How did nico become more attractive?; that shouldn't be possible!,4,0.54,Positive,YouTube
2026-01-14,"I did not have that accent for Nico Robin when I read the manga, but now, she is the voice of Nico Robins for me.
00:48 I didn't think someone saying Monkey D. Luffy's name like that,  could be lava hot.",4,0.5023,Positive,YouTube
2026-01-17,"Damn, as russian i really like when Nico Robin says ""Moneky D Luffi"". :) I understand this emotion of words color. 

And if you have heard the Russian language and accent, these words sound bold, but at the same time with curiosity and a certain passionate challenge.",4,0.8897,Positive,YouTube
2026-01-13,Mr. 3 looks pretty solid too,4,0.5859,Positive,YouTube
2026-01-13,"We're so blessed to be living in an era where One Piece is in Manga, Anime and Live-action! ❤️",4,0.6689,Positive,YouTube
2026-01-15,Vivi got the Usopp treatment 💀,4,0.0,Neutral,YouTube
2026-01-12,Phenomenal trailer! Can't wait,4,0.0,Neutral,YouTube
2026-01-15,"Just watch the anime, this is absolute bs",4,0.0,Neutral,YouTube
2026-01-15,Seriously One Piece live action version is terrible!,4,-0.6239,Negative,YouTube
2026-01-14,But You're friends aren't made of rubber was so tuff ngl,4,0.631,Positive,YouTube
2026-01-12,"I can't wait... this is like waiting for Santa as a child, but much more difficult and hurtful 😱 looooooks... soooooooooo... gooooooooooooooood...!!!",4,-0.9553,Negative,YouTube
2026-01-17,"Wait, I just realized that Baroque Works distracted me from the fact that Monkey D. Dragon is set to debut before them...",4,-0.34,Negative,YouTube
2026-01-15,Never gets old for how much effects are needed they are doing a great job with the budgets😁👍🏻,4,0.7964,Positive,YouTube
2026-01-17,"I won't lie, this one trailer got me hyped!",4,0.0,Neutral,YouTube
2026-01-17,"Robin casting was the best.
Vivi casting is L
Cry about it",4,0.7034,Positive,YouTube
2026-01-13,This show rules and I've never seen an anime in my life 😂,4,0.4404,Positive,YouTube
2026-01-14,luffy vs zoro can't wait!,4,0.0,Neutral,YouTube
2026-01-12,Omg the unluckies!🤣😍🔥,3,0.6239,Positive,YouTube
2026-01-13,1:12 They even faithfully recreate Vivi’s dance.,3,0.4215,Positive,YouTube
2026-01-13,what happen to vivi haha,3,0.4588,Positive,YouTube
2026-01-13,oh Igaram what did they do to you....,3,0.0,Neutral,YouTube
2026-01-18,I'm already loving the goofiness of the show 😂,3,0.7783,Positive,YouTube
2026-01-12,Tf did they do to Vivi,3,0.0,Neutral,YouTube
2026-01-12,I NEED the Zoro wax statue pose gag! With them including the Unluckies I know they aren't shying away from the goofiness!,3,-0.3222,Negative,YouTube
2026-01-13,So how much did they pay to get David Dasmachian as Mr.3? Probably cost them an arm and a leg.,3,-0.1027,Negative,YouTube
2026-01-19,"As someone who never watched the anime, and loved the first season, I'm really hyped for this",3,0.5994,Positive,YouTube
2026-01-15,Why no one talking about Vivi,3,-0.296,Negative,YouTube
2026-01-14,Of course they have blackified the egyptians,3,0.0,Neutral,YouTube
2026-01-14,We are so back,3,0.0,Neutral,YouTube
2026-01-14,Vivi is a hottie,3,0.0,Neutral,YouTube
2026-01-12,"Robin appearing on screen

Me: ""I understand Sanji more than ever before""",3,0.0,Neutral,YouTube
2026-01-12,Thankkkkk youuuu Netflix for this amazing series,3,0.6705,Positive,YouTube
2026-01-13,reverse mountain had me so hyped!,3,0.0,Neutral,YouTube
2026-01-13,The good news is we can finally stop pretending like Oda is handpicking the actors or whatever crap people were saying for this Bollywood ah ah production.,3,0.25,Positive,YouTube
2026-01-12,This is so peak,3,0.0,Neutral,YouTube
2026-01-18,"I am disappointed that I cant tell if the comments and opinions are really what people think about it or if the main comments Are just bots 🙁🙁🙁🙁 
Bots really stepped their game up…",3,-0.86,Negative,YouTube
2026-01-12,1:12 is that Vivi's perfume dance? 😂😂,3,0.7003,Positive,YouTube
2026-01-16,"a real Uma thurman like in One Piece, as a fan of Pulp Fiction, Oda must be happy.",3,0.8176,Positive,YouTube
2026-01-14,Live Action Vivi is hotter then the source material version. Didn't see that coming.,3,0.0,Neutral,YouTube
2026-01-15,I  don't remember Vivi Being black,3,0.0,Neutral,YouTube
2026-01-12,"The manga explicitly states Vivi is pale-skinned, so why is the live-action casting Black? This is absolutely ridiculous.",3,-0.4201,Negative,YouTube
2026-01-16,"I like everyone's role except vivi 
I can't digest vivi role",3,0.3612,Positive,YouTube
2026-01-12,Robin-Chwannnnn,3,0.0,Neutral,YouTube
2026-01-12,"To all of you goons complaining about vivi's actress 
Go back to crying in drinker's arm with your anti woke mindset crap",3,-0.8316,Negative,YouTube
2026-01-16,Omg Robin....,3,0.0,Neutral,YouTube
2026-01-13,We better get that Zoro vs 100 pirates scene❤,3,0.7964,Positive,YouTube
2026-01-16,I’m just waiting for crocodile,3,0.0,Neutral,YouTube
2026-01-12,Miss All Sunday!!,3,-0.2924,Negative,YouTube
2026-01-12,"Now, this trailer got me properly hyped!!  Can't wait 🙂",3,-0.4305,Negative,YouTube
2026-01-12,"Why is Vivi black, was the ALREADY ridiculously diverse One Piece cast not enough for you??",3,-0.4137,Negative,YouTube
2026-01-12,Does anyone know what vivi doing at 1:12 ? I didn’t remember she doing that move in the anime 😅,3,0.3612,Positive,YouTube
2026-01-15,"0:58 THE UNLUCKIES!
I had forgotten... Q_Q",3,-0.2942,Negative,YouTube
2026-01-15,This seasons gonna be epic,3,0.0,Neutral,YouTube
2026-01-14,"I was never interested in one piece until the live action.  It's just not my type of anime, but it's definitely my type of show",3,0.4443,Positive,YouTube
2026-01-13,0:07 AHH SHE IS BLACK.. WHY?,3,0.0,Neutral,YouTube
2026-01-13,"I’m honestly disappointed with the casting choices. I don’t understand why they changed the characters’ races when they weren’t portrayed that way in the original anime. One Piece takes place in a fictional world, so using regional arguments from our Earth doesn’t really make sense to me. It feels like Netflix is forcing diversity in ways that don’t stay true to the source material, and it just comes across as unnecessary. I wish the adaptation focused more on accuracy and respecting the original character designs.",3,0.9237,Positive,YouTube
2026-01-14,The cast looks like they were hired from temu lol. So trash 😂,3,0.802,Positive,YouTube
2026-01-14,"Time to stop paying my subscription Netflix.
Don't play with One Piece",3,-0.5,Negative,YouTube
2026-01-13,Vivi what's happening with you,3,0.0,Neutral,YouTube
2026-01-12,Looks gay and cringe,3,0.0,Neutral,YouTube
2026-01-13,Looks great but that Vivi casting is garbage.,3,0.3716,Positive,YouTube
2026-01-14,You have made of joke of the anime. Hope you get what you deserve 🤢🤮,3,0.6249,Positive,YouTube
2026-01-14,Can't wait for the Zoro vs Luffy scene,3,0.0,Neutral,YouTube
2026-01-12,Better than Stranger things,3,0.4404,Positive,YouTube
2026-01-12,"This looks like absolute garbage, like it's fan made or AI.. please for the love of god stop making this, and if you're someone with at least half a brain stop watching this. Also why did you make vivi and igaram black? I mean I get you're trying to make everyone from alabasta black but it just makes no sense at all..  let me repeat, everyone in the comments section leaving positive comments and everyone that actually watched the first season, you are not true one piece fans at all, you're just here to consume shit content, you all probably have a disney+ subscriptions..",3,-0.0124,Neutral,YouTube
2026-01-15,I've never been an anime fan.  Just not for me. But  This show blew me away.  It was just fun. Good silly happy fun.,3,0.9666,Positive,YouTube
2026-01-14,Vivi ain’t black we dont want no DEI bs,3,0.1695,Positive,YouTube
2026-01-13,God this entire video is great,3,0.7351,Positive,YouTube
2026-01-15,Why is she black? What is this forced inclusivity,3,-0.5423,Negative,YouTube
2026-01-12,Miss All Sunday very pretty😍,3,0.7328,Positive,YouTube
2026-01-12,Eagerly waiting for this ♥️🔥,3,0.7351,Positive,YouTube
2026-01-12,so psyched!!!,3,0.0,Neutral,YouTube
2026-01-13,We're sailing good this March boiiss!!!!!,3,0.6209,Positive,YouTube
2026-01-12,why everyone black??,3,0.0,Neutral,YouTube
2026-01-12,The music is dope af 🔥🔥🔥,3,-0.7351,Negative,YouTube
2026-01-13,"I don't understand that 0:59, but really like it somehow 🤣🤣",3,0.923,Positive,YouTube
2026-01-13,I watched the full season 1 last night. Waiting eagerly for season 2. 13.01.2026,3,0.3818,Positive,YouTube
2026-01-13,man vivi looks hot,3,0.0,Neutral,YouTube
2026-01-17,I prefer the anime and not the live action adaptation,3,0.0,Neutral,YouTube
2026-01-17,Why vivi is black?!,3,0.0,Neutral,YouTube
2026-01-12,gotta say ..robin and nami looks beautiful...great casting,3,0.0,Neutral,YouTube
2026-01-15,Since season 1 I wonder how people can watch this cringe trash shit. There are some things that should remain on paper.,3,-0.5574,Negative,YouTube
2026-01-12,THEY ADAPTED FLAMING ONI GIRI!!!,3,0.0,Neutral,YouTube
2026-01-12,"This looks awesome, epic and incredibly magnificent. This will be more entertaining. I can’t wait for Chopper and Wapol. The actress who play as Nico Robin fits perfectly in the role. Overall, the cast of Frontier Agents looks amazing. I’ll defend the actress playing Miss Goldenweek if her performance improved in the fight scene.",3,0.9738,Positive,YouTube
2026-01-12,1:27 Robin Chuwaaan looking 🔥,3,-0.34,Negative,YouTube
2026-01-12,Robin chaaaaan 😍,3,0.4588,Positive,YouTube
2026-01-15,I don't remember that there was black people in one piece,3,0.0,Neutral,YouTube
2026-01-16,"Great they’re just making all charachters black. 
Vivi is black.
The fishmen are black.
I bet you all of arabasta kingdom will be black. 
Minks are gonna be black if they ever get that far.",3,0.6249,Positive,YouTube
2026-01-16,Why vivi is black😂,3,0.4404,Positive,YouTube
2026-01-16,"I don't know how Westerners, Americans or Europeans, watch this nonsense. It's completely unrelated to live-action. The actors are the most pathetic, and the real One Piece is only in the anime/animation, not this garbage for season 2.
🖕🖕🖕🖕🖕👊👊👎👊😒🤬🤬👎👊😒😏😒🖕🖕🖕🤫🤫🤫",3,-0.7974,Negative,YouTube
2026-01-13,"Anime Fans: One Piece is so goofy and silly. How is it possible for them to make it even better after Season 1?

OnepieceNetflix: SAY NO MORE

Staying true to the source material is always the key for getting a great live action adaptation.",3,0.8483,Positive,YouTube
2026-01-16,I think it Won't cover alabasta arc. It would be just end on the beginning of alabasta.,3,0.0,Neutral,YouTube
2026-01-15,"I think vivi should be a little more fare

I ain't recist💀💀✋🤚",3,0.7506,Positive,YouTube
2026-01-12,Shittiest show ever,3,-0.6597,Negative,YouTube
2026-01-12,The costumes and wigs for the Barroque works look amazing 👌,3,0.873,Positive,YouTube
2026-01-15,Please netflix i request you to stop this shit I can't take it any more,3,-0.631,Negative,YouTube
2026-01-12,"The casting is on point as usual, wow

Lera Abova looks perfect as Robin, Mr 3 also looks like he jumped out pages of the manga - and Charithra Chandran, the actress for Vivi, is the most beautiful woman I've ever seen, holy moley


As with Season 1, this looks uncannily faithful to the source material, they even adapt The Unluckies and they look amazing!",3,0.969,Positive,YouTube
2026-01-12,"This looks really freaking good
So excited!",3,0.4714,Positive,YouTube
2026-01-14,"This is one of the times that, the more people comparing n complaining about the cast, the more spot on I see em. And yes, that includes Vivi(so confused y people complaining about dark skin people that live in hot-weathered area for a long time lol)",3,0.1531,Positive,YouTube
2026-01-12,"Robin ability is gonna be gruesome in live action man 😅 It's hard for anything to make you tickle in an animated show, but having a hand growing out of your body forcing yourself to shoot your brain out is pretty dark. It's the same feeling with Buggy treatment to the people of Orange Town, I can't imagine he actually putting them in chain and force them laugh. Such a thing come so natural in live action man.",3,0.9673,Positive,YouTube
2026-01-15,everyone talking about Nico Robin ....but David Dastmalchian as Mr. 3 is perfection,3,0.7227,Positive,YouTube
2026-01-17,Gear 5 don't broke the internet but this nico robin can do 😅😅,3,0.8001,Positive,YouTube
